mean,138.75986
values
116.79223
107.62564
120.29879
116.79223
122.5738
118.71674
137.00493
147.99664
120.29879
137.00493
156.01193
100.70177
115.40743
134.10641
200.21509
193.15657
107.62564
161.12808
172.3744
113.35488
115.23648
147.99664
137.00493
151.43477
143.52768
74.016525
102.43119
130.48975
166.1358
242.11426
186.71106
119.2912
111.82795
113.35488
134.16835
137.00493
110.618965
100.99087
104.13024
105.285324
131.67802
122.5738
55.07784
82.62806
111.70797
154.92412
209.0906
244.11426
166.1358
132.09245
110.079445
91.47852
99.84936
104.13024
98.740135
96.246254
103.27414
105.285324
101.83794
105.285324
126.568985
143.52768
49.332924
61.764168
94.480385
147.68147
217.15233
240.4136
246.11424
180.85226
200.21509
244.11426
106.87605
83.532166
102.24733
108.53962
109.7379
107.65993
104.1235
100.94028
101.79628
107.65993
113.70569
143.56125
137.76468
77.08504
80.101166
87.63151
111.51909
189.55028
206.54167
197.72209
176.86104
171.14249
176.86104
176.86104
171.14249
82.861664
107.96998
112.034
108.53962
107.65993
104.99041
101.79628
99.23619
100.94028
107.65993
113.70569
123.62102
118.44046
74.54562
101.65866
138.652
182.65477
245.11426
182.65477
176.86104
161.54889
149.76488
149.76488
166.3107
176.86104
176.86104
209.0906
110.079445
114.53297
118.11876
110.77389
107.65993
106.15908
102.94106
99.23619
97.282585
100.08689
107.65993
115.604996
113.70569
106.15908
75.44398
100.01665
147.21017
197.72209
176.86104
166.3107
161.54889
147.21017
138.652
141.10352
157.30746
161.54889
157.30746
200.21509
180.85226
151.51479
136.13963
107.96998
118.11876
118.11876
119.742195
106.15908
104.99041
101.79628
99.23619
98.12414
101.79628
109.7379
116.857056
109.7379
97.282585
90.892204
70.64841
86.23986
111.51909
189.55028
248.11424
242.11426
161.54889
157.30746
149.76488
143.93575
147.21017
153.89896
147.21017
136.25984
148.93057
200.21509
166.1358
151.51479
180.85226
136.13963
103.23668
132.56424
130.48975
124.75532
123.12121
104.99041
104.1235
101.79628
100.08689
100.94028
